"","male.Plasmacytoid.DCs.gene","male.Plasmacytoid.DCs.cluster_id","male.Plasmacytoid.DCs.logFC","male.Plasmacytoid.DCs.logCPM","male.Plasmacytoid.DCs.F","male.Plasmacytoid.DCs.p_val","male.Plasmacytoid.DCs.p_adj.loc","male.Plasmacytoid.DCs.p_adj.glb","male.Plasmacytoid.DCs.contrast"
"12","ENSG00000164163","Plasmacytoid DCs",-0.172805384769467,8.02106880096906,0.607736278405107,0.44440319217879,0.925020265875135,0.925020265875135,"male"
"13","ENSG00000100997","Plasmacytoid DCs",-0.143449026800234,6.45110231092302,0.193818305565129,0.664288861912287,0.969759749850128,0.969759749850128,"male"
"14","ENSG00000114779","Plasmacytoid DCs",-0.276637691473375,6.96699066871397,0.868364501721603,0.362076939216165,0.918217936914926,0.918217936914926,"male"
"15","ENSG00000168792","Plasmacytoid DCs",0.115662914271139,6.99509616288847,0.177909945097667,0.677493788605774,0.969759749850128,0.969759749850128,"male"
"16","ENSG00000129968","Plasmacytoid DCs",-0.470938614420212,6.46095478053789,2.14939307423217,0.157550203690912,0.829288319978427,0.829288319978427,"male"
"17","ENSG00000136754","Plasmacytoid DCs",0.071130873554933,7.30379253866216,0.0843916309088916,0.774302475137472,0.987176536630363,0.987176536630363,"male"
"18","ENSG00000138443","Plasmacytoid DCs",0.00709220319527725,6.48288469626432,0.000511919008090476,0.982164094859683,0.999655406872307,0.999655406872307,"male"
"19","ENSG00000146386","Plasmacytoid DCs",0.25931073849927,8.58353571680311,1.8240633985636,0.191311667264395,0.854079624857689,0.854079624857689,"male"
"20","ENSG00000146109","Plasmacytoid DCs",-0.0114161969606643,6.81511660501461,0.00215172314026533,0.963443604939262,0.999655406872307,0.999655406872307,"male"
"21","ENSG00000114626","Plasmacytoid DCs",-0.243332098629348,6.57081544367729,0.456407473073105,0.506734025519556,0.937067851804453,0.937067851804453,"male"
"22","ENSG00000060971","Plasmacytoid DCs",0.0585489774819206,7.91974902042441,0.0754245067664371,0.786300031374378,0.98827513347632,0.98827513347632,"male"
"23","ENSG00000117054","Plasmacytoid DCs",-0.0554640395759967,7.4850827863609,0.0598267660279777,0.809161605582242,0.989588994312753,0.989588994312753,"male"
"24","ENSG00000072778","Plasmacytoid DCs",-0.11828323706,8.08566391732805,0.355678587928357,0.557338055298408,0.953938821344923,0.953938821344923,"male"
"25","ENSG00000072818","Plasmacytoid DCs",-0.132190723676371,7.8605946924969,0.456227698825585,0.506816834185899,0.937067851804453,0.937067851804453,"male"
"26","ENSG00000114331","Plasmacytoid DCs",-0.170288761081765,8.12761269512323,0.845865579619254,0.368245973491769,0.920583133716903,0.920583133716903,"male"
"27","ENSG00000120437","Plasmacytoid DCs",-1.22545809715662,7.32493871498232,24.3181278979276,7.19277442243094e-05,0.0140586045529332,0.0140586045529332,"male"
"28","ENSG00000182827","Plasmacytoid DCs",-0.33670644251745,6.10183291964494,0.493671110916689,0.490067197155946,0.930692434124486,0.930692434124486,"male"
"29","ENSG00000100813","Plasmacytoid DCs",0.194852972214204,7.50457238148749,0.965945149057712,0.336964409025369,0.906609072270442,0.906609072270442,"male"
"30","ENSG00000131473","Plasmacytoid DCs",-0.0600355373876803,6.69380053992206,0.048266516039658,0.828244788467149,0.994701895173666,0.994701895173666,"male"
"31","ENSG00000100412","Plasmacytoid DCs",-0.06936549802594,6.91932378036021,0.0562447746258901,0.814848109775397,0.99119447693864,0.99119447693864,"male"
"32","ENSG00000097021","Plasmacytoid DCs",-0.315638609062261,6.95816754348981,1.34309343080224,0.259594023763031,0.87892154587551,0.87892154587551,"male"
"33","ENSG00000143727","Plasmacytoid DCs",0.107524953092256,7.88275053264729,0.277158083366019,0.604127384006945,0.961956791669671,0.961956791669671,"male"
"34","ENSG00000102575","Plasmacytoid DCs",0.0856050604980249,7.15515107421113,0.0803188344138935,0.779661446662487,0.987176536630363,0.987176536630363,"male"
"35","ENSG00000176715","Plasmacytoid DCs",0.112526748815094,6.197783111808,0.0809892386003094,0.778769355108762,0.987176536630363,0.987176536630363,"male"
"36","ENSG00000123983","Plasmacytoid DCs",-0.177082485603953,7.36463817021322,0.731532123655208,0.402111398428463,0.924008077734661,0.924008077734661,"male"
"37","ENSG00000068366","Plasmacytoid DCs",-0.375361155803773,6.68446522437262,1.49923843314599,0.234447254120577,0.873224488355746,0.873224488355746,"male"
"38","ENSG00000075624","Plasmacytoid DCs",-0.0569007648826715,10.8565156651291,0.275503872100004,0.898993989324026,0.999655406872307,0.999655406872307,"male"
"39","ENSG00000184009","Plasmacytoid DCs",0.0805417772822646,10.2395532724396,0.372739293232374,0.548114497578607,0.953512728024365,0.953512728024365,"male"
"40","ENSG00000136518","Plasmacytoid DCs",0.449732093443782,5.91965922148965,1.16938993777274,0.291879181863648,0.889576574848856,0.889576574848856,"male"
"41","ENSG00000130402","Plasmacytoid DCs",-0.046724359674097,8.45855053052749,0.0368702207911257,0.849587785134727,0.996380237647655,0.996380237647655,"male"
"42","ENSG00000131966","Plasmacytoid DCs",0.12189939274877,6.9714905877154,0.301124468838366,0.589008504010561,0.959986650414172,0.959986650414172,"male"
"43","ENSG00000138107","Plasmacytoid DCs",-0.16931932666042,7.00505111002807,0.495540038240257,0.489256373496846,0.930692434124486,0.930692434124486,"male"
"44","ENSG00000138071","Plasmacytoid DCs",0.0410276841818179,8.73339135076715,0.0679319388519236,0.933219921515677,0.999655406872307,0.999655406872307,"male"
"45","ENSG00000115091","Plasmacytoid DCs",-0.164270490039565,8.87733191707252,1.02477236262135,0.322996829300918,0.899850178878715,0.899850178878715,"male"
"46","ENSG00000075089","Plasmacytoid DCs",0.0421823651633412,6.30954106964876,0.0134957600031281,0.908628769622024,0.999655406872307,0.999655406872307,"male"
"47","ENSG00000170634","Plasmacytoid DCs",-0.083302114378628,6.8243741328979,0.0854140528220959,0.772979374608872,0.987176536630363,0.987176536630363,"male"
"48","ENSG00000196839","Plasmacytoid DCs",0.193419183355945,8.03842671968007,0.608854193553362,0.443990515500319,0.925020265875135,0.925020265875135,"male"
"49","ENSG00000093072","Plasmacytoid DCs",0.644023293196489,5.84081219253594,2.08054800113227,0.164045034872523,0.831918667777996,0.831918667777996,"male"
"50","ENSG00000137845","Plasmacytoid DCs",0.277211459356505,7.0998378318328,1.36108685903444,0.256523587021594,0.87892154587551,0.87892154587551,"male"
"51","ENSG00000135074","Plasmacytoid DCs",-0.278118188771634,8.25087917724884,1.84512171072832,0.188872535551668,0.854079624857689,0.854079624857689,"male"
"52","ENSG00000184060","Plasmacytoid DCs",-0.822774943129832,6.82604589177455,9.19955232263132,0.00636045173960354,0.226032582481779,0.226032582481779,"male"
"53","ENSG00000160710","Plasmacytoid DCs",-0.247152955901888,8.68221773177507,1.4371973227893,0.244045256104779,0.875875094761787,0.875875094761787,"male"
"54","ENSG00000213638","Plasmacytoid DCs",-0.293252642675011,6.41978048517183,0.632725153877862,0.43532238501898,0.92457527309117,0.92457527309117,"male"
"55","ENSG00000133597","Plasmacytoid DCs",-0.540091543334428,6.15916625595399,1.4164383945524,0.247369313675607,0.875875094761787,0.875875094761787,"male"
"56","ENSG00000121281","Plasmacytoid DCs",0.128371722959102,6.55911084632705,0.147747733792366,0.704590432191668,0.971991702942838,0.971991702942838,"male"
"57","ENSG00000087274","Plasmacytoid DCs",-0.233482543885366,7.61879801067139,1.39084259437009,0.251548885966678,0.87892154587551,0.87892154587551,"male"
"58","ENSG00000148700","Plasmacytoid DCs",-0.360189080220856,7.59223166430662,2.20090208693866,0.152893864526327,0.825063778626044,0.825063778626044,"male"
"59","ENSG00000123146","Plasmacytoid DCs",-0.459875472864301,7.98438644801803,5.95982095354754,0.0236479378451314,0.445362687347156,0.445362687347156,"male"
"60","ENSG00000159618","Plasmacytoid DCs",-0.727785211581347,7.30981811772426,10.9452290712338,0.0033681727903382,0.160923811093936,0.160923811093936,"male"
"61","ENSG00000197894","Plasmacytoid DCs",0.448590645408145,7.50892282826642,3.99365248639672,0.0588833721423053,0.64756649670566,0.64756649670566,"male"
"62","ENSG00000182551","Plasmacytoid DCs",0.66091720051415,7.1840483478184,9.06142785531516,0.00670134261018839,0.233556596020751,0.233556596020751,"male"
"63","ENSG00000159346","Plasmacytoid DCs",-0.279187269460335,7.41917291108876,1.66434494382206,0.211146786657681,0.861960427936921,0.861960427936921,"male"
"64","ENSG00000156110","Plasmacytoid DCs",0.218722267235363,7.11228394818301,1.01385594375686,0.325527094112307,0.899979584169226,0.899979584169226,"male"
"65","ENSG00000101126","Plasmacytoid DCs",0.277969891727168,6.27981110197003,0.502769866675551,0.486141313339414,0.930692434124486,0.930692434124486,"male"
"66","ENSG00000159322","Plasmacytoid DCs",-0.130297233255808,7.72320864839671,0.437821918967595,0.515424234195207,0.942409434411556,0.942409434411556,"male"
"67","ENSG00000130706","Plasmacytoid DCs",-0.242300168666902,8.00062804617093,1.18496408738307,0.288773912210991,0.887901344453147,0.887901344453147,"male"
"68","ENSG00000239900","Plasmacytoid DCs",-0.246254432791326,6.6021508672662,0.5315010812304,0.474088998923659,0.92804938784949,0.92804938784949,"male"
"69","ENSG00000035687","Plasmacytoid DCs",-0.16052920140948,6.69316605505284,0.291345419130384,0.595079530313364,0.960183424498607,0.960183424498607,"male"
"70","ENSG00000106624","Plasmacytoid DCs",0.026778723749205,7.89400981343893,0.00938893307958492,0.923734197502622,0.999655406872307,0.999655406872307,"male"
"71","ENSG00000172493","Plasmacytoid DCs",-0.163603278629858,6.9248149663459,0.493161796080619,0.490288561208334,0.930692434124486,0.930692434124486,"male"
"72","ENSG00000144218","Plasmacytoid DCs",0.222572109274139,7.11629879556878,0.944786430610948,0.342194973095063,0.906609072270442,0.906609072270442,"male"
"73","ENSG00000072364","Plasmacytoid DCs",0.0044072661855897,7.40871809695785,0.000363375195825635,0.984972614332318,0.999655406872307,0.999655406872307,"male"
"74","ENSG00000141385","Plasmacytoid DCs",0.136126738666373,6.65138262813081,0.171977961427877,0.682596800723635,0.969759749850128,0.969759749850128,"male"
"75","ENSG00000119844","Plasmacytoid DCs",-0.181165852804099,7.27810967523252,0.771058131700131,0.38989941221907,0.922927639672205,0.922927639672205,"male"
"76","ENSG00000164252","Plasmacytoid DCs",0.152616626196907,6.71161705271215,0.283028292671258,0.600348199435636,0.961146169210857,0.961146169210857,"male"
"77","ENSG00000169692","Plasmacytoid DCs",-0.0377942912843183,7.78063574380787,0.0231635886795615,0.880495948008647,0.999655406872307,0.999655406872307,"male"
"78","ENSG00000155189","Plasmacytoid DCs",-0.149558958950133,6.72634194500416,0.308287694392219,0.584642919878103,0.959986650414172,0.959986650414172,"male"
"79","ENSG00000101444","Plasmacytoid DCs",0.302070363230048,7.97526818079067,1.88709370544558,0.184124620385655,0.845821658978839,0.845821658978839,"male"
"80","ENSG00000168710","Plasmacytoid DCs",-0.442839653542674,6.40830132655774,1.37313290179019,0.25449441117548,0.87892154587551,0.87892154587551,"male"
"81","ENSG00000135541","Plasmacytoid DCs",-0.0827042705164886,7.21531836446017,0.07811384377874,0.782624375203002,0.987176536630363,0.987176536630363,"male"
"82","ENSG00000124942","Plasmacytoid DCs",-0.460937001438726,7.96584207886151,3.20773775068345,0.0878246057267374,0.731338267971155,0.731338267971155,"male"
"83","ENSG00000100591","Plasmacytoid DCs",0.0667303039237424,7.55746967160066,0.103600604854511,0.750756394973774,0.984223322679034,0.984223322679034,"male"
"84","ENSG00000186063","Plasmacytoid DCs",0.0661745822590762,7.18346464351899,0.0806051204767525,0.779280000416189,0.987176536630363,0.987176536630363,"male"
"85","ENSG00000204472","Plasmacytoid DCs",0.16896195216428,7.52173405771076,0.663152566497122,0.424655283288463,0.924008077734661,0.924008077734661,"male"
"86","ENSG00000156709","Plasmacytoid DCs",0.0259951532010595,5.94177936421281,0.00371646095893434,0.951969587115993,0.999655406872307,0.999655406872307,"male"
"87","ENSG00000164022","Plasmacytoid DCs",-0.23212457006369,7.4566440595617,1.05214784224118,0.316769940961391,0.895508320682565,0.895508320682565,"male"
"88","ENSG00000106305","Plasmacytoid DCs",0.081234150605085,6.81211647553234,0.0857230317265318,0.851500079097172,0.996531509791103,0.996531509791103,"male"
"89","ENSG00000110711","Plasmacytoid DCs",0.129089717109705,7.69621031693033,0.396226764335253,0.535883261729804,0.950225989871405,0.950225989871405,"male"
"90","ENSG00000004455","Plasmacytoid DCs",0.0321986017120327,8.06769942667314,0.0292251687945378,0.865908747672346,0.999655406872307,0.999655406872307,"male"
"91","ENSG00000147853","Plasmacytoid DCs",0.0228419513310662,6.62171165125627,0.00553825371463139,0.941386200812732,0.999655406872307,0.999655406872307,"male"
"92","ENSG00000085231","Plasmacytoid DCs",-0.319648377574044,6.89642125575969,1.10455928613077,0.305300057825088,0.892022965269067,0.892022965269067,"male"
"93","ENSG00000170776","Plasmacytoid DCs",-0.0463344288958602,8.36182389009636,0.0658261177361027,0.800029091520635,0.989292230689322,0.989292230689322,"male"
"94","ENSG00000197976","Plasmacytoid DCs",0.0784507458405774,6.6810898309372,0.0729653917558976,0.916199200250337,0.999655406872307,0.999655406872307,"male"
"95","ENSG00000011243","Plasmacytoid DCs",-0.0268919698478277,6.27061803262927,0.00514114368091241,0.94352276653273,0.999655406872307,0.999655406872307,"male"
"96","ENSG00000127914","Plasmacytoid DCs",0.124427506861427,8.49581566924372,0.438206018669764,0.515241945517871,0.942409434411556,0.942409434411556,"male"
"97","ENSG00000174574","Plasmacytoid DCs",-0.144912244667423,7.58989480351037,0.471698017124915,0.569913172221167,0.957276031465241,0.957276031465241,"male"
"98","ENSG00000135334","Plasmacytoid DCs",0.180726358618418,8.08753224429306,0.596188213742555,0.448702425636144,0.925020265875135,0.925020265875135,"male"
"99","ENSG00000106948","Plasmacytoid DCs",0.0621865910707113,7.55099932524215,0.0810649585936901,0.785908864369491,0.98827513347632,0.98827513347632,"male"
"100","ENSG00000117448","Plasmacytoid DCs",-0.14313403634897,8.39298546484968,0.68900548696468,0.415908724043568,0.924008077734661,0.924008077734661,"male"
"101","ENSG00000085662","Plasmacytoid DCs",0.558654161377065,5.81094278235233,1.29568270445019,0.267917610149643,0.879470269304648,0.879470269304648,"male"
"102","ENSG00000053371","Plasmacytoid DCs",0.405917346233509,7.15948098888774,2.87281020647495,0.104976124485231,0.770413599142219,0.770413599142219,"male"
"103","ENSG00000105221","Plasmacytoid DCs",-0.61575109263922,6.65860296230374,3.96405698799498,0.0597511238580088,0.653149759417905,0.653149759417905,"male"
"104","ENSG00000161618","Plasmacytoid DCs",-0.162277900860623,6.45578321032566,0.253540262046817,0.61987306987252,0.963048292563053,0.963048292563053,"male"
"105","ENSG00000111275","Plasmacytoid DCs",0.0904639734457241,8.01121124671053,0.110911413165104,0.742435291587287,0.982003561326154,0.982003561326154,"male"
"106","ENSG00000143149","Plasmacytoid DCs",-0.138355750122956,6.35134115273474,0.151690822576134,0.700875400768031,0.971527085775575,0.971527085775575,"male"
"107","ENSG00000149925","Plasmacytoid DCs",-0.23347938876415,7.84054936628344,0.699227212879999,0.412527040674873,0.924008077734661,0.924008077734661,"male"
"108","ENSG00000101901","Plasmacytoid DCs",-0.0218920980514721,6.56367788837887,0.00691762784448045,0.934508110126554,0.999655406872307,0.999655406872307,"male"
"109","ENSG00000119523","Plasmacytoid DCs",-0.302789184425151,8.14157229560756,1.97710039876001,0.174428709832277,0.833381613643099,0.833381613643099,"male"
"110","ENSG00000214160","Plasmacytoid DCs",0.291241568535272,6.83498452124537,0.797583509001246,0.382011944159237,0.921275478186118,0.921275478186118,"male"
"111","ENSG00000120697","Plasmacytoid DCs",0.136795286265271,7.09306262145201,0.230789226357962,0.635942529447788,0.966687383942467,0.966687383942467,"male"
"112","ENSG00000125652","Plasmacytoid DCs",0.16925522958315,8.03916949872517,0.615374208489763,0.441595829155693,0.925020265875135,0.925020265875135,"male"
"113","ENSG00000132965","Plasmacytoid DCs",0.126935203425206,10.1410104881676,1.13438133802903,0.299025123794814,0.890336463308432,0.890336463308432,"male"
"114","ENSG00000123505","Plasmacytoid DCs",0.243451227222768,6.6605786270112,0.904562514135271,0.352459839677311,0.91299837988701,0.91299837988701,"male"
"115","ENSG00000196704","Plasmacytoid DCs",0.103849504829084,6.72452829001659,0.154054970180986,0.698674731373954,0.971527085775575,0.971527085775575,"male"
"116","ENSG00000141552","Plasmacytoid DCs",-0.0269207001563597,8.75837243197427,0.0277169612331221,0.99626656531348,0.999655406872307,0.999655406872307,"male"
"117","ENSG00000129055","Plasmacytoid DCs",0.165618273494197,6.60637118014223,0.295693808412989,0.592363790755942,0.960183424498607,0.960183424498607,"male"
"118","ENSG00000110200","Plasmacytoid DCs",0.303427222608035,6.47353056544882,0.784713867184515,0.3858089580788,0.921275478186118,0.921275478186118,"male"
"119","ENSG00000166295","Plasmacytoid DCs",0.0543922086476774,8.79720251749366,0.111650615635471,0.741611152309203,0.981816385314092,0.981816385314092,"male"
"120","ENSG00000089053","Plasmacytoid DCs",0.0542084968895914,7.60137626730793,0.0664194119771202,0.864130983565747,0.999655406872307,0.999655406872307,"male"
"121","ENSG00000174606","Plasmacytoid DCs",0.629698933982677,6.18257610375057,2.70879247756241,0.114792408590433,0.783008607247851,0.783008607247851,"male"
"122","ENSG00000176915","Plasmacytoid DCs",0.0227830483402147,6.97095402238588,0.00748838423519609,0.951518901112723,0.999655406872307,0.999655406872307,"male"
"123","ENSG00000088448","Plasmacytoid DCs",-0.265139150399654,7.28890842971988,1.39701881846954,0.250532044862332,0.877270189664519,0.877270189664519,"male"
"124","ENSG00000167522","Plasmacytoid DCs",0.0238140984587612,8.64126330003679,0.020325143645688,0.888001799905005,0.999655406872307,0.999655406872307,"male"
"125","ENSG00000101745","Plasmacytoid DCs",-0.170645343204011,9.24211989758414,1.65311643041168,0.21263593425043,0.861960427936921,0.861960427936921,"male"
"126","ENSG00000172932","Plasmacytoid DCs",0.255555276058769,6.37825381900136,0.477860659866345,0.497020318416514,0.934120241953759,0.934120241953759,"male"
"127","ENSG00000132466","Plasmacytoid DCs",-0.122946129173949,6.77515747488661,0.230933747418123,0.635837403083169,0.966687383942467,0.966687383942467,"male"
"128","ENSG00000107890","Plasmacytoid DCs",0.537846267078533,5.97009011253424,1.45936542052685,0.24055882145337,0.875875094761787,0.875875094761787,"male"
"129","ENSG00000065413","Plasmacytoid DCs",0.212720686095598,6.96557503653526,0.646852393842666,0.430318016919309,0.92457527309117,0.92457527309117,"male"
"130","ENSG00000144031","Plasmacytoid DCs",0.662276850332729,5.20915167675225,0.760572475188466,0.393084298261762,0.923024867487522,0.923024867487522,"male"
"131","ENSG00000140350","Plasmacytoid DCs",-0.0195424336685682,8.60205646667289,0.0108395138902827,0.918074937859571,0.999655406872307,0.999655406872307,"male"
"132","ENSG00000136938","Plasmacytoid DCs",0.0949714800804866,8.82115742558745,0.294078183629323,0.593369753525668,0.960183424498607,0.960183424498607,"male"
"133","ENSG00000143401","Plasmacytoid DCs",-0.574345117766065,6.50676766435229,3.09443413839154,0.0932325908946458,0.742313263566174,0.742313263566174,"male"
"134","ENSG00000103254","Plasmacytoid DCs",0.497057081327949,6.84594904367702,3.14044387192519,0.0909910728935288,0.73545416060559,0.73545416060559,"male"
"135","ENSG00000163297","Plasmacytoid DCs",0.00473347261415689,7.06071841085165,0.000437878109045225,0.983504071749969,0.999655406872307,0.999655406872307,"male"
"136","ENSG00000135046","Plasmacytoid DCs",-0.412505977634119,6.91399245457312,0.940225932885323,0.343337326856807,0.906609072270442,0.906609072270442,"male"
"137","ENSG00000122359","Plasmacytoid DCs",0.118345341400733,8.96662122465017,0.569672061366667,0.458832558552852,0.925020265875135,0.925020265875135,"male"
"138","ENSG00000182718","Plasmacytoid DCs",0.234702166492284,8.16048046813091,1.31375096494326,0.264704821037093,0.879470269304648,0.879470269304648,"male"
"139","ENSG00000196975","Plasmacytoid DCs",0.107811355133435,6.81787577457747,0.16796906449254,0.700990614338989,0.971527085775575,0.971527085775575,"male"
"140","ENSG00000164111","Plasmacytoid DCs",-0.297599455409152,8.35553659982416,1.37366968925219,0.254404474971658,0.87892154587551,0.87892154587551,"male"
"141","ENSG00000197043","Plasmacytoid DCs",0.28248676427313,7.86848706652004,2.15433327287193,0.157096247769273,0.829288319978427,0.829288319978427,"male"
"142","ENSG00000138279","Plasmacytoid DCs",-0.0443233457829539,7.70238101617773,0.0396515519525974,0.844092965840498,0.996380237647655,0.996380237647655,"male"
"143","ENSG00000100280","Plasmacytoid DCs",-0.288167775106053,6.13978633142316,0.385837116278861,0.541229522147345,0.953072592176214,0.953072592176214,"male"
"144","ENSG00000213983","Plasmacytoid DCs",-0.221213836042565,6.82601467135196,0.59421732099362,0.449442856917156,0.925020265875135,0.925020265875135,"male"
"145","ENSG00000072958","Plasmacytoid DCs",-0.308350617815793,7.64012315705915,2.50079876440079,0.128844248012647,0.803270059761837,0.803270059761837,"male"
"146","ENSG00000182287","Plasmacytoid DCs",0.131704063643794,8.67156767952804,0.719082880115698,0.406077321812229,0.924008077734661,0.924008077734661,"male"
"147","ENSG00000006125","Plasmacytoid DCs",-0.22988759755442,6.34919828918364,0.469377664065873,0.500821961562094,0.935402508801944,0.935402508801944,"male"
"148","ENSG00000161203","Plasmacytoid DCs",-0.0294888616682304,8.32312383406496,0.0268487805166985,0.879671211909376,0.999655406872307,0.999655406872307,"male"
"149","ENSG00000042753","Plasmacytoid DCs",-0.0383308740728514,8.67312299449679,0.0527940437964129,0.88723086018453,0.999655406872307,0.999655406872307,"male"
"150","ENSG00000132842","Plasmacytoid DCs",-0.00801735005459303,7.37229994016917,0.00118631161004999,0.972851691992083,0.999655406872307,0.999655406872307,"male"
"151","ENSG00000065000","Plasmacytoid DCs",0.0368484402293373,7.26848716070158,0.0309663966483772,0.971057994809042,0.999655406872307,0.999655406872307,"male"
"152","ENSG00000177879","Plasmacytoid DCs",0.0200890024293207,7.73249348998323,0.00872736155997333,0.926461746096756,0.999655406872307,0.999655406872307,"male"
"153","ENSG00000077420","Plasmacytoid DCs",0.107492179625819,8.86400691016527,0.34556196757432,0.562951244710781,0.953938821344923,0.953938821344923,"male"
"154","ENSG00000164062","Plasmacytoid DCs",-0.186315547674997,7.12166507600233,0.684196620463448,0.435633394855262,0.92457527309117,0.92457527309117,"male"
"155","ENSG00000100823","Plasmacytoid DCs",0.221707536494624,8.935067982219,1.87464536470704,0.185517265536157,0.848371082570712,0.848371082570712,"male"
"156","ENSG00000117362","Plasmacytoid DCs",-0.188560168603185,8.25907341305837,0.936726429026428,0.344217569829503,0.906609072270442,0.906609072270442,"male"
"157","ENSG00000166181","Plasmacytoid DCs",0.140105558127623,6.92357933743582,0.243946604104564,0.626534474159514,0.965727620465771,0.965727620465771,"male"
"158","ENSG00000149089","Plasmacytoid DCs",0.0468042020157335,7.09051539871122,0.0284169950318686,0.867757206275004,0.999655406872307,0.999655406872307,"male"
"159","ENSG00000084234","Plasmacytoid DCs",0.312978519011583,5.97417139402823,0.441176157298466,0.513836255224404,0.9414128238027,0.9414128238027,"male"
"160","ENSG00000239713","Plasmacytoid DCs",0.053301479407884,7.13451242739766,0.0282403745278218,0.868164764424866,0.999655406872307,0.999655406872307,"male"
"161","ENSG00000130208","Plasmacytoid DCs",1.56235621891489,5.46666371670186,4.92167623829169,0.0377633821219864,0.567771129806089,0.567771129806089,"male"
"162","ENSG00000142192","Plasmacytoid DCs",0.29055737077636,9.48551575558282,2.74840014523718,0.112326344126199,0.783008607247851,0.783008607247851,"male"
"163","ENSG00000157500","Plasmacytoid DCs",-0.0337472793397412,8.4111299435504,0.0353906211309986,0.852598845989771,0.997056034200711,0.997056034200711,"male"
"164","ENSG00000198931","Plasmacytoid DCs",0.106550307784426,8.99212902056657,0.284174677775663,0.599616087751976,0.960994848055719,0.960994848055719,"male"
"165","ENSG00000165272","Plasmacytoid DCs",0.174625191701372,6.2609354030683,0.190913769788325,0.66665012562602,0.969759749850128,0.969759749850128,"male"
"166","ENSG00000078061","Plasmacytoid DCs",-0.467197512632595,6.50388922467141,2.18528742229268,0.154287617350921,0.829288319978427,0.829288319978427,"male"
"167","ENSG00000047365","Plasmacytoid DCs",0.0148570862443665,6.60170046760642,0.00242912914394009,0.979380953954761,0.999655406872307,0.999655406872307,"male"
"168","ENSG00000095139","Plasmacytoid DCs",0.0612899926640446,7.27413290898688,0.0590622675804599,0.810359774890184,0.989737403405349,0.989737403405349,"male"
"169","ENSG00000109321","Plasmacytoid DCs",0.239389613098312,7.22912732572205,0.336184332240902,0.568254837799856,0.955984273293967,0.955984273293967,"male"
"170","ENSG00000143761","Plasmacytoid DCs",0.0809208222379915,9.17717225468719,0.294891198920154,0.592863083162675,0.960183424498607,0.960183424498607,"male"
"171","ENSG00000134287","Plasmacytoid DCs",-0.106164853851502,6.82867977092778,0.131846928070832,0.720180949350215,0.974511643330497,0.974511643330497,"male"
"172","ENSG00000168374","Plasmacytoid DCs",0.067337395996247,8.33713391210275,0.133765072827197,0.718245183066268,0.974511643330497,0.974511643330497,"male"
"173","ENSG00000004059","Plasmacytoid DCs",0.124289617388599,8.46829339781874,0.259331469598574,0.615928571943423,0.962839213227888,0.962839213227888,"male"
"174","ENSG00000165527","Plasmacytoid DCs",-0.176059904075063,7.8784752753342,0.644158345757248,0.431265329988554,0.92457527309117,0.92457527309117,"male"
"175","ENSG00000149182","Plasmacytoid DCs",-0.102102902331467,6.49362363067985,0.099786473105832,0.755227216221831,0.984264482630833,0.984264482630833,"male"
"176","ENSG00000242247","Plasmacytoid DCs",0.360393685736065,7.62825408575653,2.57175000681393,0.123832952714813,0.797459206914123,0.797459206914123,"male"
"177","ENSG00000066777","Plasmacytoid DCs",0.138152868927966,6.66545069133169,0.1901679539272,0.667259912073339,0.969759749850128,0.969759749850128,"male"
